@relation train

@attribute Document string
@attribute NumberOfNouns numeric
@attribute NumberOfVerbs numeric
@attribute NumberOfPronouns numeric
@attribute TweetLength numeric
@attribute NumberOfWords numeric
@attribute NumberOfHashTag numeric
@attribute Class {1, 0}

@data
"scossa di terremoto in Romagna, si segnalano lievi danni solo alla tenuta del server di ravennanotizie.it","6","3","1","105","17","0","1"
"sono già cinque morti e oltre 50 feriti per #terremoto #Italia","3","3","0","63","11","2","1"
"#AlluvioneGenova :livello dell'acqua. McDonald basso Via XX Settembre #Angelidelfango #Alluvione2014 #genovaresiste http://t.co/UnnBXza4tN","8","2","0","138","16","4","1"
"Un senso di impotenza guardando qst immagini dei danni del terremoto...","5","1","0","71","11","0","1"
"Maddai?!! - Terremoto in Abruzzo: diversi morti, crolli e centinaia di feriti. Paura a Roma - Corrier.. http://tinyurl.com/czksob","11","0","0","129","19","0","1"
"#alluvionegenova #doria condoglianze per il morto, cioè quindi è deceduto per colpa di chi? Arpal,protez civile, regione, di chi cazzo?","6","3","2","137","20","2","1"
"alla faccia, ne ha fatti di danni il #terremoto di stanotte, non credevo! 5 morti…","4","5","1","84","15","1","1"
"Terremoto Abruzzo: medaglia oro per vigile fuoco mortohttp://tinyurl.com/clepbm","8","0","0","79","11","0","1"
"Via XX Settembre negozi allagati @primocanale #AlluvioneGenova","3","1","0","62","7","1","1"
"Terremoto. L'Aquila:  confermato il crollo di parte della Casa dello Studente","7","2","0","77","12","0","1"
"Stanno esondando tutti i torrenti #AlluvioneGenova","2","1","0","50","6","1","1"
"Ma io ho letto che a #Ferrara crollano i cornicioni, davvero? #terremoto","3","3","1","72","12","2","1"
"#sanfelicesulpanaro #terremoto Crollata completamente anche la chiesa di Rivara","2","3","0","79","9","2","1"
"Terremoto, i morti salgono a 179 Si scava tra le macerie, 30 mila ...: Fonte: Il MessaggeroL'AQUILA (7 aprile) -.. http://tinyurl.com/clf4h4","7","2","1","140","23","0","1"
"#Terremoto di magnitudo 6 in #EmiliaRomagna. 4 morti, alcuni edifici danneggiati.","6","2","0","81","11","2","1"
"#AlluvioneGenova Polcevera a preoccuparnte,  segnalano  principio di esondazione a Pontedecimo,  massima attenzione. Cornigliano  allagata,","6","4","0","139","14","1","1"
"purtroppo devo segnalare crollo edifici a l' #Aquila e persone sotto le macerie http://bit.ly/AquilaTerremoto dopo #terremoto #earthquake","5","5","0","137","20","3","1"
"Crollato anche il Duomo di Mirandola.. :/ #terremoto","3","2","0","52","7","1","1"
"Forte scossa terremoto nel Modenese: almeno tre morti","3","1","0","53","8","0","1"
"http://t.co/0rBmjuKrQR #AlluvioneGenova #EsondazioneTorrenti #UnMorto #Genova, torna l'incubo ... http://t.co/6S8ft2dVQU","7","3","0","120","15","4","1"
"Forte scossa di #terremoto al nord.Quattro morti","4","1","0","48","8","1","1"
"dio non lo sapevo il fatto che sono morte 6 persone nel terremoto D:","5","2","1","68","14","0","1"
"#AlluvioneGenova Montoggio acquapark http://t.co/g75WUZigtR","3","2","0","59","7","1","1"
"Il tg1 parla già di 5 morti! #terremoto trovata una signora di 103 anni sepolta.","2","3","0","81","15","1","1"
"Terremoto - inchiesta Procura, al via le perizie su edifici crollati http://tinyurl.com/cdcbx9","6","0","0","94","14","0","1"
"un morto nel ferrarese #terremoto (fonte protezione civile) :(","4","1","0","62","8","1","1"
"#Senigallia, ritrovato il corpo privo di vita dell'uomo considerato disperso... http://t.co/GDVmL5Fvjy","3","3","0","102","15","1","1"
"moglia (mn) i danni alla chiesa poco dopo le 4 #terremoto http://t.co/RzO5n2bf","4","2","0","78","15","1","1"
"6 aprile 2009, ore 03.32: una violenta scossa sismica in Abruzzo semina morte e distruzione. In una vasta area, che comp New Blog post D ...","12","2","1","140","26","0","1"
"Crollata la torre di #finale #EmiliaRomagna #terremoto","3","3","0","54","7","3","1"
"#alluvionegenova deragliato un treno in #polcevera #mobilità #AllertameteoGenova http://t.co/yQ7NeCr7dv","4","4","0","104","12","4","1"
"Morto operaio nel ferrarese. #terremoto","2","2","0","39","5","1","1"
"#Marche Auto trascinate dall’acqua Guarda i danni dell’alluvione che ha colpito #Senigallia http://t.co/GwZSsgloh1","8","4","1","118","18","2","1"
"#Bomba #d'acqua sulle #Marche. Due morti a #Senigallia - VIDEO: http://t.co/JFx2QXVAc0","8","1","0","86","14","4","1"
"legge di una bimba di otto mesi vittima del terremoto, non ha parole","6","1","0","68","13","0","1"
"#AlluvioneGenova Un disastro non annunciato. http://t.co/sWkpryqgVx http://t.co/W7zVo9j23Q","4","2","0","90","13","1","1"
"cosa sta succedendo a #Genova? sta crollando #rivarolo #foto #video #alluvionegenova http://t.co/ZH1mxt8eAR","5","4","1","107","15","5","1"
"Accertati tre morti #terremoto ferrarese","1","2","0","40","5","1","1"
"#terremoto SKYTG24 conferma un morto a Bondeno, operaio in fabbrica. Che tristezza. :(","7","1","0","86","12","1","1"
"repubblica.it Forte scossa di terremototra il Lazio e l'Abruzzocrolli all'Aquila, forse vittime","6","0","0","95","15","0","1"
"Un #terremoto la scorsa notte in Italia. Vittime e danni. :-(","4","1","0","61","10","1","1"
"#terremoto   Un morto accertato. Mo'?","2","2","0","37","5","1","1"
"#terremoto C'é chi dice danni ingenti in centro a  #finale #modena","2","5","1","67","11","3","1"
"#terremoto I morti che non vi dicono - http://tr.im/iz8A","1","3","2","56","11","1","1"
"Perché #alluvioneGenova non è solo problema d'acqua. Video, esplode cabina elettrica in via Pontetti http://t.co/ejJLTGtx5c","7","2","1","125","18","1","1"
"Come lo vedete uno STICAZZI per le chiese crollate? (Pure brutte) #Terremoto","3","3","1","76","12","1","1"
"#Alluvione #Senigallia, #danni: montagne di oggetti gettati sulle strade VIDEO http://t.co/8KG6fMUPqn","8","4","0","101","14","3","1"
"il terremoto che ha colpito L'Aquila appare sempre più drammatico, le vittime salgono e il paese appare distrutto, prepariamoci al peggio","5","5","1","138","22","0","1"
"A Mirandola venuto giù un pezzo di Duomo #terremoto #cronachedalterremoto","3","3","0","74","10","2","1"
"#terremoto in #emilia  6 le vittime accertate, 50 i feriti","3","2","0","58","10","2","1"
"Crollato ponte sulla strada Lungo #Ete, a monte del ponte Zallocco a S.Elpidio a Mare https://t.co/HJep1KjMtj #allertameteoMAR @Emergenza24","9","5","0","139","22","2","1"
"Diretta #terremoto a rai2!!! é crollato il palazzo in direttaaa!!","3","2","0","66","9","1","1"
"il numero del terremoto: 40 ufficiali. La versione ufficiosa sfiora i 50","4","1","0","72","12","0","1"
"crollata la torre dell'orologio a Finale #terremoto","2","2","0","51","8","1","1"
"#terremoto: provincia di Trento, la casa ha scricchiolato di nuovo","3","3","0","66","10","1","1"
"Leggo di grossi danni per il terremoto. Forza gente, fatevi coraggio! Sono con voi.","7","2","1","83","14","0","1"
"Purtroppo 1 vittima terremoto. Operaio in fabbrica crollo capannone","5","0","0","67","9","0","1"
"Quattro morti e oltre 50 feriti in Emilia? #terremoto ..","3","1","0","56","9","1","1"
"Deragliato treno Frecciabianca 9764, zona San Quirico, causa frana. Nessun ferito.#AlluvioneGenova","6","2","1","98","12","0","1"
"a Crevalcore e' crollato il tetto del campanile, piazza transennata #terremoto","3","3","0","78","11","1","1"
"#Senigallia #alluvione Alluvione sulle Marche, un morto e un disperso http://t.co/NFR9wFAnAT via @repubblicait","9","3","0","110","16","2","1"
"#AlluvioneGenova esondato anche lo Sturla","2","1","0","41","5","1","1"
"Terremoto: 179 Morti e e 34 Dispersi Nell'Aquilano http://tinyurl.com/cpaqfh","4","1","0","76","13","0","1"
"#AlluvioneGenova, a Borgo Incrociati e S.Fruttuoso scenario apocalittico. I commercianti: Manca anche la luce (FOTO)http://t.co/zADN9bevy2","7","2","0","138","20","1","1"
"La torre del Comune crollata, solo briciole. Agghiacciante #terremoto","4","2","0","69","9","1","1"
"Qui a Poggio Renatico per fortuna solo danni a cose , tristi ma solo cose #Terremoto","7","0","0","84","15","1","1"
"#terremoto a parte tutto, la tragedia, i morti e i dispersi...Bertolaso è inadeguato alla vita umana. Figuriamoci alla protezine civile","7","2","1","136","20","1","1"
"#sanfelice #terremoto #epicentro crollano 2 chiese e un pezzo del castello","3","4","0","74","11","3","1"
"#alluvione, #Coldiretti: 'Danni per 60 milioni'... http://t.co/5QoiwQaCBK","4","3","0","73","10","2","1"
"Danni a San felice sul Panaro #terremoto","3","1","0","40","7","1","1"
"In tempo reale, Italia - Terremoto: 150 Morti e 1500 Feriti: 3 voti ok | postato 6 minuti fa da newgolvideo in .. http://tinyurl.com/codee4","10","1","0","139","24","0","1"
"#terremoto 4 studenti sono stati trovati morti sotto le macerie della casa dello studente","5","4","0","89","14","1","1"
"Danni alla chiesa di Santa Maria in Vado a #Ferrara #terremoto","7","1","0","62","11","2","1"
"3 morti a #Ferrara? O.O #terremoto","4","1","0","34","7","2","1"
"#terremoto.... pare che la ragazza di BO morta d'infarto avesse solo 37 anni.","4","3","0","77","14","1","1"
"[ITALIAN NEWS] TERREMOTO ABRUZZO/ I morti salgono a 150. Riaperti i collegamenti con Roma: Secondo.. http://tinyurl.com/dx3ore","9","1","0","126","19","0","1"
"#Emilia 4 operai morti per il #terremoto,altre 4 morti bianche per cattivo lavoro!","5","2","0","82","14","2","1"
"#Senigallia Rifiuti: Centro Ambiente Via Arceviese chiuso x danni aperto Via Vasari S.Angelo #allertameteoMAR","10","3","0","109","15","2","1"
"#terremoto #modena  Gravi danni e crolli a #sanfelicesulpanaro e #finaleemilia","2","5","1","78","10","4","1"
"#terremoto Nuovi crolli intorno a l'aquila... piove sul bagnato","3","2","0","63","10","1","1"
"Terremoto: morti saliti a 250 http://tinyurl.com/d3jfqt","3","0","0","55","9","0","1"
"La voragine di via Pontetti, a Sturla http://t.co/m3brbtPrHz","4","1","0","60","11","0","1"
"#terremoto a Ferrara un morto in fabbrica?","3","1","0","42","7","1","1"
"Terremoto. I morti salgono a 92  http://bit.ly/q8Pk0","2","1","0","52","10","0","1"
"niente danni a Bologna, 3 morti nel ferrarese #terremoto","4","1","0","56","9","1","1"
"Terremoto: Chiodi, Danni Ingentissimi Ma Presto Per Fare Valutazione http://tinyurl.com/deh9os","5","1","0","94","13","0","1"
"Due donne in Emilia sono morte di paura per il terremoto.","4","1","0","57","11","0","1"
"News - 250 morti in Abruzzo, nuova scossa allalba http://tinyurl.com/d2w5rq","5","1","0","77","13","0","1"
"Una crepa nel cuore #Ferrara #terremoto santa maria in vado http://t.co/sHZQtYJf","5","2","0","80","14","2","1"
"Corriere della Sera: Terremoto in Abruzzo: oltre 150 mortiAllarme sfollati http://www.corriere.it/","6","1","0","98","14","0","1"
"altra forte scossa in emilia.. altri crolli :(","4","0","0","46","7","0","1"
"#terremoto 279 morti","1","1","0","20","3","1","1"
"RT @ilpost: A Genova sono esondati 4 torrenti ed è morta una persona http://t.co/A3K0Jp27CG http://t.co/NfREIDQHOf #AlluvioneGenova","8","3","0","132","21","1","1"
"Rainews parla di altri due morti per il #terremoto","3","2","0","50","9","1","1"
"#AlluvioneGenova, la vittima trovata in via Canevari avrebbe 25-30 anni http://t.co/mpjDsZ4lyj","5","3","0","94","15","1","1"
"#Bombadacqua nelle #Marche, un #morto e un disperso. Il Presidente Regione #Spacca: 'Situazione drammatica a #Senigallia'.","10","4","0","122","16","5","1"
"Terremoto in Emilia, tra i morti un operaio napoletano.","4","0","0","55","9","0","1"
"#Senigallia : calato il livello del #fiumeMisa, 2 morti e linee telefoniche isolatehttp://t.co/UWsfR20CSn","6","3","0","105","15","2","1"
"tragedia abruzzo oltre i 260 morti e c'e ancora terremoto!povera italia","4","0","0","71","13","0","1"
"#alluvionemarche morti e molti danni in poche ore il Presidente @matteorenzi sui luoghi del disastro #allertameteoMAR http://t.co/cVQVfOBR2x","6","3","0","140","20","2","1"
"ieri ha sentito una ricordare gli animali morti nel terremoto...non potremmo mandarla a controllar le case pericolanti?","3","6","0","119","18","0","1"
"#allertameteoMar non solo alluvione. Nel tg Marche h 19.30 i danni alla costa di Porto Recanati e la frana sulla Salaria ad Ascoli.","8","4","0","131","24","1","1"
"#terremoto pare proprio che in operaio a Bondeno (Fe) sia morto","2","3","0","63","11","1","1"
"Alluvione nelle #Marche, un morto Sono più di 100 le unità dei vigili del fuoco impegnate nei soccorsi nella zona di #Senigallia","11","4","0","130","22","2","1"
"in Emilia è crollato definitovamente il campanile... scossa 5.1","2","3","0","64","9","0","1"
"Terremoto:sale a 283 numero morti http://tinyurl.com/cjok2c","3","1","0","59","10","0","1"
"#Terremoto i morti sarebbero lavoratori che avevano finito il proprio turno.","3","4","1","76","11","1","1"
"Un morto a Bondeno in un capannone fonte: protezione civile #terremoto","5","1","0","70","11","1","1"
"Su rai 1 parlano del terremoto. È morto un operaio a Ferrara.","2","2","0","62","11","0","1"
"Casa danneggiata a Ferrara. #terremoto http://t.co/JhGnEDCg","2","2","0","59","9","1","1"
"Il bilancio drammatico a #Senigallia: 2 morti.","3","1","0","46","7","1","1"
"4 morti e un disperso per il #terremoto di questa notte","4","1","0","55","11","1","1"
"Trovato un corpo di un'uomo senza vita in via canevari #Genova #AlluvioneGenova #Alluvione2014 la storia non insegna mai..!! #vergogna","9","2","1","134","20","4","1"
"sembrano 6 i morti #terremoto","1","2","0","29","5","1","1"
"#terremoto. Perchè non ci manchi mai niente. Tre morti sul #lavoro.","2","3","2","68","11","2","1"
"#Marche devastate dalle alluvioni, due morti a #Senigallia http://t.co/k7rkR4KALE","3","2","0","81","12","2","1"
"#allertameteoMAR #Senigallia @senigalliaweb ora richiedere subito stato di calamità naturale danni enormi dappertutto","3","3","0","118","13","2","1"
"Terremoto in Abruzzo: 179 morti per gli edifici costruiti male. Dove il prossimo dramma? Sicilia, Calabria, Garg.. http://tinyurl.com/dgnk3u","8","1","0","140","21","0","1"
"cazzo: tre operai del turno di notte morti sotto le macerie. #terremoto","5","2","0","71","12","1","1"
"7 morti per il terremoto, nessun calciatore, quindi si può giocare. #ipocrisiaitaliana","2","3","1","87","12","1","1"
"Ultim'ora terremoto, 92 morti, paesi distrutti, dispersi. Fila di bare sul prato di Onna, il piccolo centro che il sisma ha raso al suolo.","9","3","1","138","25","0","1"
".@senigalliaweb #Senigallia ora http://t.co/LGdBnuMwkW' Sempre più #BombedAcqua danneggiano il territorio. Bisogna far qualcosa @wwwmeteoit","3","6","2","140","17","2","1"
"mi sono appena svegliata..c'è stato un terremoto?era forte?danni? Fatemi sapere","2","4","1","80","13","0","1"
"ancora caxxo!!!!!!!!!! #terremoto #milano assestati in fretta xchè io ho paura!!","3","3","1","81","11","2","1"
"#terremoto Italia: trovo discrepanze tra i dati del INGV e quelli di earthquake.googlemashups.com... Reputo più giuste quelle di INGV...","6","3","2","137","21","1","1"
"seconda (o terza) scossa di terremoto a genova. h.5 circa","3","1","0","57","11","0","1"
"Mi Sa che ho sentito un'altra scossa di #terremoto, ora ora.....","2","2","1","64","12","1","1"
"Altra scossa #terremoto!!! Breve. #saletto","2","2","0","42","5","2","1"
"#Terremoto a Bagnacavallo si è sentito! Ci sono danni?","3","3","2","55","8","1","1"
"Si vergognino tutti quelli che non hanno impedito l'ennesimo scempio italiano  #AlluvioneGenova #prevenzione","3","4","4","108","14","2","1"
"a Padova si continua a ballare #terremoto","1","3","1","41","7","1","1"
"Scossa di Terremo forte, avete sentito???","1","2","0","41","6","0","1"
"#terremoto #piacenza Mamma che risveglio!","3","2","1","41","5","2","1"
"#terremoto altra scossa di assestemento ; padova !!","2","2","0","51","6","1","1"
"Altra scossaLe chiamano di assestamento#Terremoto","2","1","0","49","6","0","1"
"Violento terremoto in Abruzzo: Un terremoto ha colpito l'Abruzzo e il centro Italia alle 3,30. La scossa ha avut.. http://tinyurl.com/c278os","7","3","0","140","25","0","1"
"Altra #scossa leggera a Piacenza #terremoto","1","2","0","43","6","2","1"
"Il #terremoto ha svegliato mezza italia.. Spero non ci siano danni a persone o cose","5","3","1","83","15","1","1"
"La rete si mobilita dopo il terremoto in Abruzzo http://www.wired.it/news/archivio/2009-04/06/aiutateci-ad-aiutarli.aspx","3","1","1","120","22","0","1"
"Terremoto in Abruzzo, tragedia annunciata o catastrofe imprevedibile? - http://ping.fm/5DhME","5","0","0","92","12","0","1"
"Altra scossa ora a Piazzola sul Brenta.","3","0","0","39","7","0","1"
"cazzo di nuovo #terremoto","2","1","0","25","4","1","1"
"Per volontari - Dopo cessate allerta, Municipio p.zza dell’olmo 3 - tel 0105578317 o 0105578321 municipio4@comune.genova.it #AlluvioneGenova","6","1","0","142","20","1","1"
"e ancora scosse #terremoto #verona","0","3","0","34","5","2","1"
"Torino: Terremoto: Croce Rossa dal Piemonte in partenza i primi aiuti: Autocarri con due cucine, un Tir c.. http://tinyurl.com/dadqd6","10","1","0","133","22","0","1"
"leggo i giornali mamma mia il terremoto!","2","1","0","40","7","0","1"
"Ancora scossa #terremoto a verona. Più corta e meno forte. Ma percepita","1","3","0","72","12","1","1"
"#Terremoto altra scossetta infinita ora PANICO BASTAAAA","3","1","0","55","7","1","1"
"Ma quasi tutto il nord italia ha sentito il terremoto.","3","1","0","54","10","0","1"
"Altra scossa piu lieve a Modena ora","2","0","0","35","7","0","1"
"Altro che telegiornali, internet da le notizie in tempo reale! #terremoto","3","1","2","73","11","1","1"
"Brescia trema anche ora. #terremoto(Ufff!)","1","3","0","42","6","1","1"
"Ancora #terremoto a #milano. Ora.","1","1","0","33","5","2","1"
"fortissima scossa di terremoto a roma. Da svegliarmi.","3","1","0","53","8","0","1"
"Ancora #terremoto ma + debole","0","1","0","29","4","1","1"
"#terremoto si può tornare a dormire?","0","3","1","37","6","1","1"
"Altra scossa meno forte","1","0","0","23","4","0","1"
"Dopo l'ennesima scossa, ho trasferito la famiglia in auto #terremoto a #cento","3","3","0","77","13","2","1"
